Município;Estado;Ano de Referência;FN220 - Despesa total com serviços de manejo de RSU (Antigo campo GE007);FN222 - Receita arrecadada com taxas e tarifas referentes à gestão e manejo de RSU (Antigo campo GE006);.;DS_2019
Bebedouro;SP;2017;5.370.154,73;;;0,000
Bento de Abreu;SP;2017;492.881,92;;;0,000
Bertioga;SP;2017;25.019.974,56;387.313,05;;0,015
Bilac;SP;2017;249.719,07;279.928,04;;1,121
Birigui;SP;2017;1.405.379,00;;;0,000
Bocaina;SP;2017;325.176,00;238.332,67;;0,733
Bofete;SP;2017;340.246,92;26;;0,000
Boituva;SP;2017;9.884.811,00;9.318.514,35;;0,943
Bom Jesus dos Perdões;SP;2017;3.013.813,88;955.346,52;;0,317
Bom Sucesso de Itararé;SP;2017;163.810,08;;;0,000
Borá;SP;2017;37.920,00;;;0,000
Boracéia;SP;2017;400.000,00;;;0,000
Borborema;SP;2017;378.754,28;164.341,58;;0,434
Botucatu;SP;2017;7.160.000,00;4.480.922,87;;0,626
Braúna;SP;2017;404.124,99;352.471,88;;0,872
Brejo Alegre;SP;2017;225.540,00;;;0,000
Brodowski;SP;2017;900.000,00;;;0,000
Brotas;SP;2017;1.792.404,15;1.349.535,97;;0,753
Buri;SP;2017;431.057,36;;;0,000
Buritama;SP;2017;811.463,43;367.915,03;;0,453
Cabreúva;SP;2017;8.588.083,30;1.500.000,00;;0,175
Caçapava;SP;2017;8.705.000,00;;;0,000
Cachoeira Paulista;SP;2017;3.058.980,18;300.950,77;;0,098
Caconde;SP;2017;891.793,99;352.756,66;;0,396
Cafelândia;SP;2017;194.080,00;0;;0,000
Caieiras;SP;2017;1.376.944,82;;;0,000
Caiuá;SP;2017;67.580,00;0;;0,000
Cajamar;SP;2017;2.867.487,50;;;0,000
Cajati;SP;2017;1.362.371,00;;;0,000
Cajobi;SP;2017;168.180,00;165.032,96;;0,981
Campina do Monte Alegre;SP;2017;808.283,50;;;0,000
Campinas;SP;2017;153.482.157,66;104.401.309,66;;0,680
Campos Novos Paulista;SP;2017;65.000,00;;;0,000
Canas;SP;2017;343.981,55;;;0,000
Cândido Mota;SP;2017;1.387.954,20;397.557,71;;0,286
Cândido Rodrigues;SP;2017;138.824,12;191.694,59;;1,381
Capão Bonito;SP;2017;2.540.734,60;907.834,66;;0,357
Capela do Alto;SP;2017;1.512.787,13;395.329,47;;0,261
Capivari;SP;2017;4.500.000,00;3.200.000,00;;0,711
Caraguatatuba;SP;2017;5.449.655,00;;;0,000
Cardoso;SP;2017;441.900,00;176.538,56;;0,399
Casa Branca;SP;2017;537.125,27;;;0,000
Cássia dos Coqueiros;SP;2017;240.137,64;;;0,000
Castilho;SP;2017;1.414.384,74;207.368,07;;0,147
Catanduva;SP;2017;7.521.410,69;7.121.978,34;;0,947
Catiguá;SP;2017;437.070,83;;;0,000
Cedral;SP;2017;742.732,47;624.665,15;;0,841
Cerqueira César;SP;2017;1.078.871,02;;;0,000
Cerquilho;SP;2017;2.654.957,14;;;0,000
Cesário Lange;SP;2017;1.751.613,17;1.049.958,43;;0,599
Charqueada;SP;2017;610.161,44;340.962,63;;0,559
Clementina;SP;2017;267.600,00;243.455,80;;0,910
Colina;SP;2017;1.138.505,86;407.679,70;;0,358
Conchal;SP;2017;2.557.202,79;;;0,000
Conchas;SP;2017;1.000.047,34;434.660,06;;0,435
Cordeirópolis;SP;2017;3.000.000,00;900.000,00;;0,300
Coronel Macedo;SP;2017;1.000.000,00;0;;0,000
Corumbataí;SP;2017;697.931,84;;;0,000
Cosmópolis;SP;2017;3.400.619,40;1.575.707,93;;0,463
Cosmorama;SP;2017;72.497,50;;;0,000
Cotia;SP;2017;40.909.874,76;;;0,000
Cravinhos;SP;2017;5.863.629,53;;;0,000
Cristais Paulista;SP;2017;984.020,00;;;0,000
Cruzália;SP;2017;669.427,25;117.879,07;;0,176
Cruzeiro;SP;2017;2.889.642,00;;;0,000
Cubatão;SP;2017;20.582.487,17;;;0,000
Descalvado;SP;2017;2.894.198,03;;;0,000
Diadema;SP;2017;51.982.206,00;13.305.628,00;;0,256
Dirce Reis;SP;2017;393.922,53;;;0,000
Divinolândia;SP;2017;186.317,78;;;0,000
Dobrada;SP;2017;319.239,27;18.957,77;;0,059
Dois Córregos;SP;2017;1.941.835,77;;;0,000
Dolcinópolis;SP;2017;164.430,05;;;0,000
Dourado;SP;2017;558.877,51;;;0,000
Dracena;SP;2017;1.821.596,65;1.033.217,59;;0,567
Duartina;SP;2017;838.033,28;291.513,72;;0,348
Dumont;SP;2017;367.232,65;;;0,000
Echaporã;SP;2017;172.084,19;;;0,000
Eldorado;SP;2017;465.000,00;;;0,000
Elias Fausto;SP;2017;1.692.427,47;777.244,76;;0,459
Elisiário;SP;2017;540.074,84;;;0,000
Embaúba;SP;2017;397.011,67;;;0,000
Embú das Artes;SP;2017;26.705.000,00;;;0,000
Embu-Guaçu;SP;2017;5.133.944,77;1.475.358,10;;0,287
Engenheiro Coelho;SP;2017;927.768,39;;;0,000
Espírito Santo do Pinhal;SP;2017;5.210.836,87;2.748.521,52;;0,527
Espírito Santo do Turvo;SP;2017;303.349,90;;;0,000
Estrela D Oeste;SP;2017;578.919,77;166.626,35;;0,288
Estrela do Norte;SP;2017;659.295,94;;;0,000
Euclides da Cunha Paulista;SP;2017;1.113.162,91;;;0,000
Fernandópolis;SP;2017;5.717.043,78;3.848.808,20;;0,673
Fernando Prestes;SP;2017;148.794,49;;;0,000
Fernão;SP;2017;150.143,14;10.973,05;;0,073
Ferraz de Vasconcelos;SP;2017;21.838.504,10;2.896.802,41;;0,133
Flora Rica;SP;2017;163.000,00;140.000,00;;0,859
Floreal;SP;2017;183.721,96;50.519,24;;0,275
Franca;SP;2017;19.199.702,87;;;0,000
Francisco Morato;SP;2017;6.255.347,01;;;0,000
Franco da Rocha;SP;2017;17.989.866,21;3.410.390,08;;0,190
Gabriel Monteiro;SP;2017;71.541,24;68.064,74;;0,951
Gália;SP;2017;561.831,96;;;0,000
Garça;SP;2017;2.724.257,51;;;0,000
Gastão Vidigal;SP;2017;158.234,04;11.150,51;;0,070
Gavião Peixoto;SP;2017;170.668,00;0;;0,000
General Salgado;SP;2017;431.696,61;57.570,29;;0,133
Getulina;SP;2017;264.153,77;;;0,000
Glicério;SP;2017;138.350,00;;;0,000
Guaiçara;SP;2017;1.159.682,45;96.168,22;;0,083
Guaimbê;SP;2017;76.944,67;;;0,000
Guaíra;SP;2017;4.681.032,00;688.156,38;;0,147
Guapiaçu;SP;2017;3.581.048,27;232.204,00;;0,065
Guapiara;SP;2017;461.503,03;111.513,77;;0,242
Guaraçaí;SP;2017;763.033,40;90.458,46;;0,119
Guaraci;SP;2017;1.956.294,11;34.783,04;;0,018
Guarani D Oeste;SP;2017;153.079,81;37.281,06;;0,244
Guarantã;SP;2017;1.763.285,78;28.794,67;;0,016
Guararapes;SP;2017;1.290.665,99;3.985,34;;0,003
Guararema;SP;2017;2.909.525,00;;;0,000
Guaratinguetá;SP;2017;11.139.438,00;8.153.218,00;;0,732
Guareí;SP;2017;589.590,43;40.277,03;;0,068
Guariba;SP;2017;3.423.945,15;;;0,000
Guarujá;SP;2017;52.706.074,14;33.209.700,99;;0,630
Guarulhos;SP;2017;71.692.278,77;;;0,000
Guatapará;SP;2017;120.400,00;;;0,000
Guzolândia;SP;2017;170.000,00;20.000,00;;0,118
Herculândia;SP;2017;661.773,43;;;0,000
Holambra;SP;2017;2.571.382,98;983.864,72;;0,383
Hortolândia;SP;2017;19.627.726,87;;;0,000
Iacanga;SP;2017;1.245.915,30;;;0,000
Iacri;SP;2017;413.450,00;72.961,77;;0,176
Iaras;SP;2017;140.000,00;;;0,000
Ibirá;SP;2017;332.905,67;17.090,00;;0,051
Ibirarema;SP;2017;1.048.091,33;691.749,41;;0,660
Ibitinga;SP;2017;2.208.977,76;1.267.572,65;;0,574
Ibiúna;SP;2017;6.034.831,92;;;0,000
Icém;SP;2017;395.410,39;;;0,000
Iepê;SP;2017;468.700,63;144.441,40;;0,308
Igarapava;SP;2017;2.214.357,43;637.094,29;;0,288
Igaratá;SP;2017;1.365.883,20;;;0,000
Iguape;SP;2017;4.310.190,80;367.005,55;;0,085
Ilha Comprida;SP;2017;1.400.000,00;;;0,000
Ilha Solteira;SP;2017;876.361,52;721.989,66;;0,824
Indaiatuba;SP;2017;56.498.000,00;15.149.791,00;;0,268
Indiana;SP;2017;397.500,00;;;0,000
Indiaporã;SP;2017;259.163,17;79.129,41;;0,305
Inúbia Paulista;SP;2017;217.926,00;;;0,000
Ipaussu;SP;2017;857.551,05;;;0,000
Iperó;SP;2017;1.564.200,36;;;0,000
Ipeúna;SP;2017;859.919,48;315.180,29;;0,367
Ipuã;SP;2017;2.183.161,87;;;0,000
Iracemápolis;SP;2017;403.000,00;;;0,000
Irapuru;SP;2017;283.211,54;;;0,000
Itaí;SP;2017;1.648.272,02;;;0,000
Itajobi;SP;2017;937.540,27;274.399,00;;0,293
Itaju;SP;2017;173.415,95;;;0,000
Itanhaém;SP;2017;21.961.626,84;20.307.984,88;;0,925
Itaóca;SP;2017;256.650,00;38.331,62;;0,149
Itapecerica da Serra;SP;2017;19.151.350,46;5.826.791,48;;0,304
Itapetininga;SP;2017;5.952.554,16;4.881.056,11;;0,820
Itapeva;SP;2017;8.385.427,57;1.250.218,06;;0,149
Itapevi;SP;2017;35.302.422,78;;;0,000
Itapirapuã Paulista;SP;2017;239.762,81;;;0,000
Itápolis;SP;2017;2.874.140,80;;;0,000
Itaporanga;SP;2017;578.778,00;;;0,000
Itapuí;SP;2017;352.863,27;;;0,000
Itapura;SP;2017;476.646,15;;;0,000
Itaquaquecetuba;SP;2017;32.835.073,14;;;0,000
Itararé;SP;2017;3.001.455,20;2.351.192,82;;0,783
Itariri;SP;2017;433.984,09;;;0,000
Itatiba;SP;2017;8.392.755,50;5.773.108,41;;0,688
Itirapina;SP;2017;521.980,60;684.555,46;;1,311
Itirapuã;SP;2017;131.669,04;0;;0,000
Itobi;SP;2017;320.000,00;;;0,000
Itu;SP;2017;42.618.371,90;;;0,000
Itupeva;SP;2017;10.185.314,98;;;0,000
Ituverava;SP;2017;3.300.000,00;;;0,000
Jaborandi;SP;2017;707.000,00;52.008,58;;0,074
Jaboticabal;SP;2017;3.193.409,36;385;;0,000
Jacareí;SP;2017;35.570.273,80;6.391.674,00;;0,180
Jaci;SP;2017;171.000,00;213.447,30;;1,248
Jaguariúna;SP;2017;6.922.027,15;2.465.139,24;;0,356
Jales;SP;2017;2.919.510,45;;;0,000
Jambeiro;SP;2017;561.252,63;;;0,000
Jandira;SP;2017;9.171.720,00;;;0,000
Jardinópolis;SP;2017;2.626.740,22;0;;0,000
Jarinu;SP;2017;;;;#DIV/0!
João Ramalho;SP;2017;568.000,00;;;0,000
Jumirim;SP;2017;;;;#DIV/0!
Jundiaí;SP;2017;89.785.068,52;40.555.563,49;;0,452
Junqueirópolis;SP;2017;985.623,28;;;0,000
Juquiá;SP;2017;976.218,60;;;0,000
Lagoinha;SP;2017;112.344,00;112.344,00;;1,000
Lavínia;SP;2017;417.420,41;;;0,000
Leme;SP;2017;9.658.213,00;;;0,000
Lençóis Paulista;SP;2017;3.527.554,36;919.228,30;;0,261
Limeira;SP;2017;25.899.512,90;1.986.032,42;;0,077
Lindóia;SP;2017;330.652,86;;;0,000
Lins;SP;2017;14.432.451,84;4.803.986,73;;0,333
Lorena;SP;2017;5.183.695,82;1.961.626,91;;0,378
Lourdes;SP;2017;25.769,00;;;0,000
Louveira;SP;2017;5.472.500,84;;;0,000
Lucélia;SP;2017;977.000,00;;;0,000
Lucianópolis;SP;2017;207.758,12;35.604,16;;0,171
Luiziânia;SP;2017;323.097,12;14.464,11;;0,045
Lupércio;SP;2017;311.400,65;11.153,37;;0,036
Lutécia;SP;2017;505.191,32;;;0,000
Macatuba;SP;2017;1.149.064,87;624.795,03;;0,544
Macaubal;SP;2017;2.400.000,00;;;0,000
Macedônia;SP;2017;580.865,15;21.583,75;;0,037
Magda;SP;2017;172.107,00;;;0,000
Mairinque;SP;2017;6.226.223,06;3.022.589,07;;0,485
Manduri;SP;2017;877.667,26;;;0,000
Marabá Paulista;SP;2017;114.950,00;38.000,00;;0,331
Maracaí;SP;2017;344.374,43;163.874,26;;0,476
Marapoama;SP;2017;294.698,15;;;0,000
Marília;SP;2017;8.963.540,38;;;0,000
Marinópolis;SP;2017;134.966,76;;;0,000
Martinópolis;SP;2017;1.200.000,00;;;0,000
Matão;SP;2017;12.963.128,00;;;0,000
Mauá;SP;2017;25.703.476,55;;;0,000
Mendonça;SP;2017;286.948,04;;;0,000
Meridiano;SP;2017;279.060,00;23.750,00;;0,085
Mesópolis;SP;2017;30.000,00;;;0,000
Miguelópolis;SP;2017;3.001.821,67;358.545,88;;0,119
Mineiros do Tietê;SP;2017;1.139.739,15;;;0,000
Miracatu;SP;2017;832.281,00;;;0,000
Mira Estrela;SP;2017;299.246,97;;;0,000
Mirandópolis;SP;2017;1.381.859,31;;;0,000
Mirassol;SP;2017;6.901.000,00;0;;0,000
Mirassolândia;SP;2017;115.636,69;63.104,61;;0,546
Mococa;SP;2017;1.010.830,13;;;0,000
Mogi das Cruzes;SP;2017;43.414.120,70;;;0,000
Mogi Guaçu;SP;2017;8.292.978,74;3.456.131,64;;0,417
Mogi Mirim;SP;2017;3.007.628,30;4.629.102,80;;1,539
Mombuca;SP;2017;383.260,22;72.244,93;;0,189
Monções;SP;2017;222.992,33;30.777,96;;0,138
Mongaguá;SP;2017;10.884.221,18;;;0,000
Monte Alegre do Sul;SP;2017;498.148,51;;;0,000
Monte Alto;SP;2017;4.332.180,00;;;0,000
Monte Aprazível;SP;2017;2.857.979,17;454.002,89;;0,159
Monte Azul Paulista;SP;2017;1.212.284,54;;;0,000
Monte Castelo;SP;2017;52.311,03;;;0,000
Monteiro Lobato;SP;2017;105.899,07;;;0,000
Monte Mor;SP;2017;2.839.065,85;66.747,65;;0,024
Morro Agudo;SP;2017;1.736.760,68;944.227,94;;0,544
Morungaba;SP;2017;1.421.824,39;271.190,97;;0,191
Motuca;SP;2017;245.448,00;76.767,66;;0,313
Narandiba;SP;2017;373.495,25;;;0,000
Nazaré Paulista;SP;2017;1.213.748,59;;;0,000
Neves Paulista;SP;2017;1.160.447,72;154.820,00;;0,133
Nhandeara;SP;2017;1.482.873,57;472.091,31;;0,318
Nipoã;SP;2017;272.672,74;42.688,83;;0,157
Nova Aliança;SP;2017;301.193,60;121.667,52;;0,404
Nova Campina;SP;2017;129.183,78;0;;0,000
Nova Canaã Paulista;SP;2017;144.948,43;0;;0,000
Nova Europa;SP;2017;290.778,58;;;0,000
Nova Granada;SP;2017;1.728.579,01;401.625,97;;0,232
Nova Guataporanga;SP;2017;274.808,54;;;0,000
Nova Independência;SP;2017;639.615,09;;;0,000
Novais;SP;2017;96.144,96;40.390,07;;0,420
Nova Odessa;SP;2017;3.386.484,58;1.779.319,74;;0,525
Nuporanga;SP;2017;159.115,00;89.262,34;;0,561
Ocauçu;SP;2017;468.785,00;99.163,00;;0,212
Olímpia;SP;2017;3.888.541,68;3.627.714,58;;0,933
Onda Verde;SP;2017;301.753,53;;;0,000
Orindiúva;SP;2017;625.673,84;156.794,96;;0,251
Orlândia;SP;2017;2.692.090,44;1.893.154,00;;0,703
Osasco;SP;2017;77.826.379,29;31.326.289,45;;0,403
Osvaldo Cruz;SP;2017;1.783.275,19;;;0,000
Ourinhos;SP;2017;9.724.671,15;9.393.959,00;;0,966
Ouroeste;SP;2017;783.214,55;97.351,14;;0,124
Pacaembu;SP;2017;395.738,32;;;0,000
Palestina;SP;2017;586.500,00;;;0,000
Palmeira D Oeste;SP;2017;270.000,00;;;0,000
Palmital;SP;2017;1.209.247,19;1.014.402,17;;0,839
Panorama;SP;2017;499.623,94;;;0,000
Paraguaçu Paulista;SP;2017;1.520.214,48;87.203,88;;0,057
Paraibuna;SP;2017;600.000,00;;;0,000
Paraíso;SP;2017;516.617,13;46.276,84;;0,090
Paranapuã;SP;2017;179.353,12;28.092,93;;0,157
Parapuã;SP;2017;687.972,87;90.000,00;;0,131
Pardinho;SP;2017;190.437,36;;;0,000
Pariquera-Açu;SP;2017;517.681,17;;;0,000
Parisi;SP;2017;313.595,37;63.878,30;;0,204
Patrocínio Paulista;SP;2017;1.615.455,27;;;0,000
Paulicéia;SP;2017;359.389,34;51.536,70;;0,143
Paulínia;SP;2017;43.745.189,27;;;0,000
Paulistânia;SP;2017;175.475,62;5.346,37;;0,030
Paulo de Faria;SP;2017;767.792,84;;;0,000
Pederneiras;SP;2017;2.471.140,59;;;0,000
Pedra Bela;SP;2017;194.877,18;;;0,000
Pedranópolis;SP;2017;355.260,00;41.296,99;;0,116
Pedreira;SP;2017;3.461.900,92;;;0,000
Pedrinhas Paulista;SP;2017;296.199,81;45.563,34;;0,154
Penápolis;SP;2017;4.627.616,33;4.627.616,33;;1,000
Pereira Barreto;SP;2017;1.452.309,65;230.130,26;;0,158
Piacatu;SP;2017;403.934,35;129.676,29;;0,321
Piedade;SP;2017;645.379,00;;;0,000
Pilar do Sul;SP;2017;655.200,00;2.000,00;;0,003
Pindamonhangaba;SP;2017;17.767.458,80;;;0,000
Pindorama;SP;2017;859.050,68;;;0,000
Pinhalzinho;SP;2017;770.820,19;261.957,36;;0,340
Piquete;SP;2017;1.181.770,79;;;0,000
Piracaia;SP;2017;2.492.590,41;;;0,000
Piracicaba;SP;2017;79.962.698,49;24.120.988,10;;0,302
Piraju;SP;2017;1.958.458,13;;;0,000
Pirajuí;SP;2017;1.137.989,71;;;0,000
Pirangi;SP;2017;610.721,14;263.057,08;;0,431
Pirapozinho;SP;2017;2.268.855,11;309.413,64;;0,136
Pirassununga;SP;2017;2.859.467,20;1.562.861,41;;0,547
Piratininga;SP;2017;835.800,00;;;0,000
Pitangueiras;SP;2017;2.550.499,00;996.697,90;;0,391
Planalto;SP;2017;512.071,36;6.167,24;;0,012
Platina;SP;2017;220.556,46;;;0,000
Poá;SP;2017;12.261.938,63;4.175.767,36;;0,341
Pompéia;SP;2017;256.280,76;;;0,000
Pongaí;SP;2017;796.908,57;;;0,000
Pontal;SP;2017;2.830.392,12;;;0,000
Populina;SP;2017;504.922,00;14.072,62;;0,028
Porangaba;SP;2017;755.551,32;47.194,68;;0,062
Porto Feliz;SP;2017;12.962.356,31;;;0,000
Porto Ferreira;SP;2017;3.413.355,00;1.820.999,83;;0,533
Potim;SP;2017;500.000,00;120.000,00;;0,240
Potirendaba;SP;2017;1.029.000,00;552.000,00;;0,536
Pracinha;SP;2017;285.255,00;;;0,000
Praia Grande;SP;2017;45.578.113,76;;;0,000
Pratânia;SP;2017;643.411,91;;;0,000
Presidente Alves;SP;2017;659.413,30;42.959,68;;0,065
Presidente Bernardes;SP;2017;752.817,91;64.645,47;;0,086
Presidente Epitácio;SP;2017;6.363.668,18;0;;0,000
Presidente Prudente;SP;2017;25.958.516,50;31.265.062,92;;1,204
Presidente Venceslau;SP;2017;3.299.080,97;2.962.080,07;;0,898
Quatá;SP;2017;1.000.000,00;;;0,000
Queiroz;SP;2017;256.082,00;;;0,000
Queluz;SP;2017;704.329,16;0;;0,000
Quintana;SP;2017;716.117,88;;;0,000
Rafard;SP;2017;219.481,64;;;0,000
Rancharia;SP;2017;1.347.531,84;;;0,000
Redenção da Serra;SP;2017;398.868,19;15.730,79;;0,039
Regente Feijó;SP;2017;938.844,00;495.695,29;;0,528
Reginópolis;SP;2017;602.245,00;;;0,000
Registro;SP;2017;3.144.176,05;;;0,000
Restinga;SP;2017;261.400,00;;;0,000
Ribeira;SP;2017;183.626,10;11.570,97;;0,063
Ribeirão Bonito;SP;2017;215.705,32;;;0,000
Ribeirão Branco;SP;2017;906.142,57;0;;0,000
Ribeirão Corrente;SP;2017;217.337,00;4.189,62;;0,019
Ribeirão Grande;SP;2017;469.684,80;;;0,000
Ribeirão Pires;SP;2017;9.286.947,45;;;0,000
Ribeirão Preto;SP;2017;56.123.279,04;;;0,000
Riversul;SP;2017;157.148,20;37.140,00;;0,236
Rifaina;SP;2017;1.339.000,00;;;0,000
Rincão;SP;2017;534.101,70;335.038,99;;0,627
Rinópolis;SP;2017;246.289,63;;;0,000
Rio Claro;SP;2017;12.160.366,35;;;0,000
Rio das Pedras;SP;2017;3.634.960,00;;;0,000
Rio Grande da Serra;SP;2017;1.957.033,80;930.664,35;;0,476
Riolândia;SP;2017;1.425.970,92;44.508,92;;0,031
Rosana;SP;2017;190.329,47;;;0,000
Roseira;SP;2017;232.943,84;;;0,000
Rubinéia;SP;2017;310.938,21;120.872,59;;0,389
Sabino;SP;2017;511.681,92;192.016,83;;0,375
Sagres;SP;2017;316.824,36;;;0,000
Sales;SP;2017;596.240,00;;;0,000
Sales Oliveira;SP;2017;1.192.035,40;171.029,90;;0,143
Salesópolis;SP;2017;404.017,50;;;0,000
Saltinho;SP;2017;926.776,39;884.934,51;;0,955
Salto;SP;2017;21.962.295,58;;;0,000
Salto de Pirapora;SP;2017;2.154.537,33;;;0,000
Salto Grande;SP;2017;528.189,62;;;0,000
Santa Adélia;SP;2017;562.723,98;;;0,000
Santa Bárbara D Oeste;SP;2017;12.198.360,54;;;0,000
Santa Branca;SP;2017;690.620,98;400.843,65;;0,580
Santa Clara D Oeste;SP;2017;21.400,00;6.849,00;;0,320
Santa Cruz da Conceição;SP;2017;210.600,00;;;0,000
Santa Cruz da Esperança;SP;2017;22.900,00;;;0,000
Santa Cruz das Palmeiras;SP;2017;685.545,68;;;0,000
Santa Cruz do Rio Pardo;SP;2017;4.211.086,08;;;0,000
Santa Ernestina;SP;2017;567.023,93;0;;0,000
Santa Fé do Sul;SP;2017;3.011.246,27;;;0,000
Santa Gertrudes;SP;2017;4.833.370,44;;;0,000
Santa Isabel;SP;2017;4.738.597,17;;;0,000
Santa Lúcia;SP;2017;280.085,10;17.319,15;;0,062
Santa Maria da Serra;SP;2017;84.158,00;;;0,000
Santa Mercedes;SP;2017;567.104,66;;;0,000
Santana da Ponte Pensa;SP;2017;182.259,67;52.177,24;;0,286
Santana de Parnaíba;SP;2017;12.104.825,48;7.450.887,01;;0,616
Santa Rita D Oeste;SP;2017;411.608,36;;;0,000
Santa Rita do Passa Quatro;SP;2017;513.375,65;480.000,00;;0,935
Santa Rosa de Viterbo;SP;2017;1.005.148,40;;;0,000
Santo Anastácio;SP;2017;541.101,57;;;0,000
Santo André;SP;2017;103.428.494,36;84.058.984,89;;0,813
Santo Antônio da Alegria;SP;2017;307.847,52;;;0,000
Santo Antônio de Posse;SP;2017;1.716.890,56;;;0,000
Santo Expedito;SP;2017;347.073,05;;;0,000
Santópolis do Aguapeí;SP;2017;134.405,02;54.109,52;;0,403
Santos;SP;2017;41.126.680,71;49.697.656,18;;1,208
São Bento do Sapucaí;SP;2017;852.800,00;;;0,000
São Bernardo do Campo;SP;2017;132.113.997,96;75.953.723,62;;0,575
São Caetano do Sul;SP;2017;63.169.447,47;50.900.847,66;;0,806
São Carlos;SP;2017;21.022.757,60;;;0,000
São Francisco;SP;2017;681.836,38;44.980,98;;0,066
São João da Boa Vista;SP;2017;6.536.696,08;;;0,000
São João do Pau d Alho;SP;2017;117.000,00;17.861,00;;0,153
São Joaquim da Barra;SP;2017;4.045.070,40;;;0,000
São José da Bela Vista;SP;2017;285.166,78;;;0,000
São José do Barreiro;SP;2017;60.370,30;;;0,000
São José do Rio Pardo;SP;2017;3.943.113,10;1.331.819,05;;0,338
São José do Rio Preto;SP;2017;54.164.538,96;;;0,000
São José dos Campos;SP;2017;94.903.669,28;11.361.522,83;;0,120
São Luís do Paraitinga;SP;2017;809.447,30;;;0,000
São Manuel;SP;2017;2.229.700,00;;;0,000
São Miguel Arcanjo;SP;2017;2.289.141,00;800.000,00;;0,349
São Paulo;SP;2017;2.391.373.193,87;;;0,000
São Pedro do Turvo;SP;2017;396.175,00;;;0,000
São Sebastião da Grama;SP;2017;757.507,77;;;0,000
São Simão;SP;2017;180.000,00;;;0,000
São Vicente;SP;2017;66.790.524,95;44.526.193,47;;0,667
Sarapuí;SP;2017;188.200,00;;;0,000
Sarutaiá;SP;2017;250.356,00;;;0,000
Serra Azul;SP;2017;1.070.400,00;;;0,000
Serrana;SP;2017;3.030.140,00;;;0,000
Serra Negra;SP;2017;2.215.000,00;1.828.394,63;;0,825
Sertãozinho;SP;2017;11.816.750,12;11.533.398,53;;0,976
Sete Barras;SP;2017;784.138,66;;;0,000
Severínia;SP;2017;220.640,94;0;;0,000
Socorro;SP;2017;2.623.967,63;;;0,000
Sorocaba;SP;2017;78.918.971,29;54.821.899,09;;0,695
Sud Mennucci;SP;2017;820.131,94;;;0,000
Sumaré;SP;2017;13.966.192,00;;;0,000
Suzano;SP;2017;43.480.918,00;;;0,000
Suzanápolis;SP;2017;399.358,55;19.618,57;;0,049
Tabapuã;SP;2017;359.225,82;389.552,04;;1,084
Tabatinga;SP;2017;828.587,08;420.276,78;;0,507
Taboão da Serra;SP;2017;35.411.238,00;11.000.000,00;;0,311
Taciba;SP;2017;382.000,00;;;0,000
Taiaçu;SP;2017;180.174,17;159.848,67;;0,887
Taiúva;SP;2017;179.825,23;;;0,000
Tambaú;SP;2017;954.334,22;;;0,000
Tanabi;SP;2017;818.100,00;678.121,73;;0,829
Tapiraí;SP;2017;227.673,83;89.803,29;;0,394
Tapiratiba;SP;2017;188.621,71;275.150,51;;1,459
Taquaral;SP;2017;181.826,99;0;;0,000
Tarabai;SP;2017;205.617,67;;;0,000
Tarumã;SP;2017;1.537.621,72;;;0,000
Tatuí;SP;2017;10.961.664,00;10.415.172,00;;0,950
Taubaté;SP;2017;73.583.422,91;;;0,000
Teodoro Sampaio;SP;2017;1.330.223,59;;;0,000
Terra Roxa;SP;2017;779.523,74;532.000,00;;0,682
Tietê;SP;2017;3.400.540,57;;;0,000
Timburi;SP;2017;363.681,14;;;0,000
Torre de Pedra;SP;2017;230.560,17;23.611,06;;0,102
Torrinha;SP;2017;571.191,00;;;0,000
Tremembé;SP;2017;1.596.000,00;480.000,00;;0,301
Três Fronteiras;SP;2017;436.288,48;;;0,000
Tupã;SP;2017;5.062.494,92;3.648.285,24;;0,721
Tupi Paulista;SP;2017;1.174.255,30;328.664,88;;0,280
Turiúba;SP;2017;236.626,19;0;;0,000
Turmalina;SP;2017;325.224,10;37.441,78;;0,115
Ubarana;SP;2017;659.186,71;;;0,000
Ubatuba;SP;2017;9.744.234,79;;;0,000
Ubirajara;SP;2017;367.586,10;;;0,000
Uchoa;SP;2017;216.114,00;59.486,00;;0,275
Urânia;SP;2017;371.543,54;94.121,27;;0,253
Uru;SP;2017;404.320,30;11.423,34;;0,028
Valentim Gentil;SP;2017;658.164,12;314.888,02;;0,478
Valinhos;SP;2017;14.634.206,17;15.787.581,96;;1,079
Vargem;SP;2017;488.851,11;66.883,14;;0,137
Vargem Grande do Sul;SP;2017;597.422,88;;;0,000
Vargem Grande Paulista;SP;2017;5.380.850,07;;;0,000
Várzea Paulista;SP;2017;10.331.986,72;2.431.253,96;;0,235
Viradouro;SP;2017;242.670,06;176.816,93;;0,729
Vista Alegre do Alto;SP;2017;358.831,88;188.748,56;;0,526
Vitória Brasil;SP;2017;151.379,67;;;0,000
Votorantim;SP;2017;5.411.630,35;4.711.457,51;;0,871
Votuporanga;SP;2017;7.241.535,01;;;0,000
Zacarias;SP;2017;284.226,09;;;0,000
Chavantes;SP;2017;171.891,22;237.701,32;;1,383
Estiva Gerbi;SP;2017;1.493.137,47;549.819,56;;0,368
Abreulândia;TO;2017;412.995,87;;;0,000
Aguiarnópolis;TO;2017;490.350,00;;;0,000
Ananás;TO;2017;350.000,00;;;0,000
Angico;TO;2017;158.000,00;;;0,000
